simulation,direct_pct,indirect_pct,total_direct_hrs,total_indirect_hrs
67,79.58374914423051,20.41625085576949,223471.16759699926,57328.83240300075
68,80.5134569733524,19.486543026647595,226081.78718117354,54718.21281882646
69,81.20798804432866,18.79201195567134,228032.03042847489,52767.96957152509
70,79.12067447313163,20.87932552686837,222170.85392055364,58629.14607944639
71,79.40349741193319,20.596502588066812,222965.0207327084,57834.97926729158
72,79.0912934705128,20.908706529487205,222088.35206519996,58711.64793480005
73,79.14192277633653,20.85807722366347,222230.51915595302,58569.480844047015
74,79.81899056765909,20.181009432340915,224131.72551398672,56668.27448601327
75,80.34466713354644,19.655332866453563,225607.82531099842,55192.174689001564
76,79.01266264483016,20.987337355169842,221867.55670668307,58932.44329331693
77,78.12767081990557,21.872329180094425,219382.49966229487,61417.500337705125
78,80.3043084856075,19.695691514392493,225494.49822758586,55305.50177241412
79,79.773488485258,20.226511514742,224003.95566660445,56796.04433339556
80,80.28106765630764,19.71893234369236,225429.23797891184,55370.76202108816
81,81.08474017227556,18.91525982772444,227685.95040374977,53114.04959625025
82,78.8752518597627,21.1247481402373,221481.70722221365,59318.29277778636
83,80.43827482618937,19.56172517381063,225870.67571193975,54929.32428806025
84,80.09001517625302,19.90998482374698,224892.76261491847,55907.23738508152
85,81.12553383189727,18.874466168102728,227800.49899996753,52999.501000032455
86,78.34851330746291,21.65148669253709,220002.62536735585,60797.37463264415
87,81.07211260069387,18.92788739930613,227650.4921827484,53149.50781725159
88,81.63551551265427,18.364484487345734,229232.5275595332,51567.47244046681
89,79.44835878620317,20.551641213796827,223090.99147165852,57709.00852834148
90,79.06944372026206,20.930556279737942,222026.99796649587,58773.00203350413
91,80.49782045602059,19.50217954397941,226037.87984050583,54762.120159494174
92,80.05179239154715,19.948207608452847,224785.4330354644,56014.56696453558
93,78.94697156300309,21.05302843699691,221683.09614891268,59116.90385108735
94,78.7187836153476,21.281216384652396,221042.3443918961,59757.6556081039
95,77.84161546571191,22.15838453428809,218579.25622771904,62220.743772280955
96,79.05995482491733,20.940045175082673,222000.35314836787,58799.64685163213
97,80.70735934250854,19.29264065749146,226626.26503376395,54173.73496623605
98,79.80143744152713,20.198562558472872,224082.4363358082,56717.563664191795
99,80.57443253947324,19.425567460526764,226253.00657084087,54546.99342915912
100,78.3802715151912,21.619728484808803,220091.80241465688,60708.19758534311
101,80.32883759181702,19.67116240818298,225563.37595782217,55236.624042177835
102,79.01182021108121,20.988179788918785,221865.19115271606,58934.80884728397
103,80.05053763785969,19.94946236214031,224781.90968711,56018.09031289002
104,78.72701104585327,21.272988954146726,221065.447016756,59734.552983244015
105,80.1313856888295,19.868614311170504,225008.9310142332,55791.06898576679
106,79.10548831438938,20.894511685610624,222128.2111868054,58671.788813194595
107,79.54148475348043,20.458515246519568,223352.48918777306,57447.51081222696
108,79.81870009042657,20.181299909573426,224130.9098539178,56669.09014608219
109,80.21506589107594,19.784934108924062,225243.9050221412,55556.0949778588
110,80.93232857550838,19.06767142449162,227257.97864002755,53542.02135997245
111,78.45284303635455,21.54715696364545,220295.5832460836,60504.416753916375
112,78.81137767970445,21.18862232029555,221302.3485246101,59497.65147538989
